ID,text,target,stance,sarcasm,sentiment
735,14- Gunjan Saxena  بالإصرار والصبر تتحقق الأمنيات  لكن في عصر تمكين المرأة  هل يوجد عائق نحو تحقيق الأهداف؟! ,Women empowerment,,No,Neutral
736,ياخوانا السفر لمصر محتاج تطعيم كورونا؟ او فحص؟,Covid Vaccine,,No,Neutral
737, احلى فعالية و انت تسمع صياح عبيد الكورة و هم يتقطعون على تمكين المرأة,Women empowerment,Favor,No,Negative
738, سلاح ثور الوحيد اللي يميزة عن باقي الشخصيات لأنه الوحيد اللي يقدر يحمله   وأكتشفنا بقدرة قادر أن كابتن أمريكا يقدر يحملها والآن حبيبتة !!؟ تقدر تصنع قصة جميله بدون حدث مفاجئ عشان تعتمد ع عامل الصدمه وغير إني شام ريحة تمكين المرأة وجه بدموع الفرح,Women empowerment,,No,Neutral
739,تمكين المرأة اكتر من كده ! وجه بدموع الفرحوجه بدموع الفرح ,Women empowerment,Against,Yes,Neutral
740,   ارفع لمعاليكم شكوى لمعاناتنا من برنامج ايجار  للاسف اسوء خدمة حكوميه ولا ترتقي لتطلع القيادة حفظها الله. معاناه شهرية مع الفواتير و الان مع التحول الموقع  الالكتروني غير مكتمل و ناقص. و الله عندي الاستعداد لادارة التحول في ايجار لتقديم خدمه,Digital Transformation,Favor,No,Positive
741,  في جهة عملي التحول الرقمي اسهم في مضاعفة عدد الاوراق المطبوعة ب ٤ اضعاف مع ان الهدف كان التقليل من الاستخدام الرقمي   بالنسبة للبنوك فرسالتها للتحول لانظمة الدفع الاكتروني قابلتها برسوم تثقل كاهل صاحب المؤسسة ورفضه لاستخدام هذه الخدمات,Digital Transformation,Against,No,Negative
742,طيب يامتحدث الصحه لماذا لم تاخذ تطعيم كورونا,Covid Vaccine,Against,No,Neutral
743,يا ربي تطعيم كورونا مكسر جسمي وموقف دراعي وجه نائم,Covid Vaccine,Against,No,Negative
744,#حقوق_المرأة #الإنسان_اولا  المرأة هي لب المجتمع، واكد ذلك سمو ولي العهد حيث صرح مرارا وتكرارا بان المرأة لها حقوق كفلها لها الدين الاسلامي، وسيعمل جاهدا -بحول الله- بتحقيق اهم اهداف رؤية ٢٠٣٠ وهي تمكين المرأة ,Women empowerment,Favor,No,Positive
745,شكرا لقيادة خادم الحرمين الشريفين وسمو سيدي ولي العهد على هذا التمكين العظيم للمرأة والشباب، ونسأل الله ان ينفع بها ويزيدنا يارب  ملف تمكين المرأة حقيقي لكل من يشكك 🇸🇦التصفيقلون بشرة متوسط ,Women empowerment,Favor,No,Positive
747, خطوة مهمة راجين لكم التوفيق .. واتمنى من باقي الجهات الحكومية ان تخطو نفس الخطى في التحول الالكتروني والرقمي في اغلب التعاملات والخدمات    ,Digital Transformation,Favor,No,Positive
748, ارتفاع الإصابة في معدل طبيعي . فالفيروس كائن حي . يتكاثر و ينقص . المهم زيادة اقبال المواطنين و المقيميين على اخذ جرعات تطعيم كورونا . كوفيد_19 .,Covid Vaccine,Favor,No,Neutral
749,#خذ_الخطوه_خذ_اللقاح للقضاء على فيروس كورونا. كوفيد-19 . الحمدلله الدولة المملكة العربية السعودية حفظها الله وفرت اللقاح مجانا و جندت الممارسين الصحيين في587 مركز تطعيم بكافة المناطق و المحافظات و المراكز .,Covid Vaccine,Favor,No,Positive
750,المرأه هي مصدر التطور .. وبتوجيهات حكومتنا نرى النور .. فقد تم تمكين المرأه السعوديه في جميع القطاعات دون استثناء..قلب اخضرقلب أبيض🇸🇦 ,Women empowerment,Favor,No,Positive
751,شكرا مولاي جلالة السلطان #هيثم_بن_طارق على ما أنعمتم به ل #المساواة_بين_المرأة_والرجل ففي عهدكم السعيدسنحظى ب#تمكين أكبر #للمرأة ونحن على أهبةالاستعداد #للمشاركة في #التنمية #السياسية #والاجتماعيه وقادرات على #صنع #القرار وتنفيذ #رؤية_عمان2040 إن لنا يا #مولاي قدرات لا تقل عنهم.,Women empowerment,Favor,No,Positive
752,#قم_بدورك  واحمي الآخرين  #تطعيم_كورونا ,Covid Vaccine,Favor,No,Positive
753,لا والله ما صدقتوا في سبب كثرة #الطلاق و #الزواج المُبكر دعاء إليه الرسول الكريم  عليه افضل الصلاة وأتم التسليم فقال: يا معشر الشباب من إستطاع منكم الباءة فليتزوج  ومن لم يستطع فعلية بالصيام. والسبب الحقيقي في نظر كُل عاقل هو تغير الفطرة و #تمكين_المرأة على حِساب الرجل للأسف. ,Women empowerment,Against,No,Negative
755,هناك مقولة للدكتورة موزة غباش:      المرأة تمكنت حتى تمردت و ايضا قالت بسبب زيادة جرعة تمكين المرأة اصبحت متمردة على منظومة القيم.  و تطالب الدكتورة بأن نقوم بدراسة شاملة لنرى سلبيات مشروع تمكين المرأة و مدى الضرر الذي اصاب الاسرة بسبب غياب الركن الرئيسي فيها.  ولنا في غيرنا عبرة ,Women empowerment,Against,No,Negative
756,الي يمسك تمكين المرأة لازم يكون فوق الأربعين متزوج وفاتح بيت عشان يفهم ويستوعب جميع الأبعاد شاب عاطل= دمار,Women empowerment,Against,No,Negative
757,   وانت من طفل إلى سنة سادس تأخذ تطعيمات وش اللي فرق عن تطعيم كورونا؟,Covid Vaccine,Favor,No,Neutral
759,للاسف لايتعدى التحول الرقمي في مشاريعنا الجديدة شراء منتج رقمي   في حين أن التحول الرقمي يعني تحول في الاستراتيجية والعقلية والخدمات ,Digital Transformation,,No,Neutral
761,خطوات #التحول_الرقمي ملموسة في #الأمانة_العامة_للجان_الضريبية بتوفير خدمة التواصل المرئي لعقد جلسات النظر.  المستقبل التقني مشرق بإذن الله بريق  #رؤية_السعودية_2030 ,Digital Transformation,Favor,No,Positive
762,أجبرت جائحة كورونا آلاف الطلبة الفلسطينيين في قطاع #غزة على تجربة #التعليم_الإلكتروني والتعليم عن بُعد.. فهل كانت تجربة ناجحة؟ وكيف تعامل بعض الطلاب الذين يعانون من مشاكل حتمية كانقطاع الكهرباء وضعف الإنترنت؟ وماذا عن آراء المعلمين في هذا التحوّل؟! ,Digital Transformation,,No,Neutral
763,#مركز_الدفاع_الإلكتروني لمن يقولوا انه ضد الذباب الإلكتروني  هل نخاف من الذباب لكي ننشأ ضده مركز للدفاع؟ بهذا الفكر لا نرتقي   المركز مختص لأمن الشبكات و حمايتها  من الاختراق وهذا أهم لأننا نتجه الى التحول الرقمي,Digital Transformation,,No,Neutral
765,لطالما كانت التكنولوجيا هي الحل و الأداة الأولى والأكثر أهمية لتحقيق وبناء اقتصاد رقمي حقيقي   #كورونا #جمعية_انتاج #التحول_الرقمي #COVID19 #DigitalTransformation #STS ,Digital Transformation,Favor,No,Positive
766,أزمة #كورونا أختصرت علينا سنوات طويلة من محاولات بائسة في التحول الالكتروني و التخلص من المعاملات الورقية ف عدة جهات سواء حكومية أو خاصة و أظن بأنه في المستقبل القريب ستعيد العديد من الجهات حساباتها حول التقنية السهم لأسفل️,Digital Transformation,Favor,No,Positive
