text,stance
مهما يكن الجدل حول تطعيم كورونا فإن أثر التطعيم في الدول التي توسعوا بإعطاءه كانت إيجابية في تقليل عدد الحالات التي تحتاج دخول للمستشفى ونقص في الحالات الشديدة,Favor
لا نقبل تطعيم ضد كورونا مالم  يطعم به الرؤساء الثلاثة في العراق امام الرأي العام وعلى شاشات التلفزة.  مثلما فعل الرؤساء والقادة في العالم  وليس يأخذون لقاحاً خاصاً بهم مثلما جرى قبل ايام   ويعملون بآخر للناس !؟,Against
لله الحمد والمنه تم الانتهاء من تطعيم ( كوفيد ١٩ ) لقاح فايزر  ب #الدمام #الصالة_الخضراء ,Favor
 كم نسبتهم من الذين أخذوا التطعيم في العالم الذي تجاوزوا ٨ مليار تطعيم؟؟؟ لا تربطون اي اعراض او وفاة باللقاح مباشرة فمن مات بسببه فهو من النسب الطبيعية لأعراض اي لقاح او دواء… الذين يموتون من ادوية الضغط والكلى اكثر من لقاح كورونا,Favor
الحمد لله تم تطعيم الجرعتين اكسفورد #شكرا_للطواقم_الطبية #شكرا_الكويت #الكويت #تطعيم #الجرعة_الثانية #سلامتك #كورونا  شكرا للكويت بلد الانسانيه والخير لحرصها علي كل من علي ارضها,Favor
 الأطفال ناقل مهم ل كورونا فايرس. .. تطعيم الأطفال مطلوب. ..كمامة  + تباعد اجتماعي,Favor
 أيه على أساس أنه تم تطعيم المحطات بلقاح #فايزر ضد فيروس #كورونا 3 مراتوجه بدموع الفرحوجه بدموع الفرحوجه بدموع الفرح  شقاعد يقول الرئيس ؟ واضح أن المستجوبين المحترمين عروا أدائه وفشل إدارته وقعد يخبص بالردود  هذا اللي ناقص انقطاع الكهرباء والماء وجه بدموع الفرح #إرحل,Against
ما ندري منو نصدق وجه مفكر المهم أنا أرفض #تطعيم_كورونا #لقاح_فيروس_كورونا  والله خير حافظا وهو أرحم الراحمين ,Against
 أرفض تطعيم اطفالي لقاح تجريبي مجهول الأعراض   نشوف حالة المليونين طفل وش بيصير عليهموجه مبتسم يرتدي نظارة شمسية #لا_للتطعيم_الاجباري5٢ #أطفالنا_خط_أحمر #لقاح_كورونا #طبيب_القهوه,Against
الحمد لله اليوم اخذت الجرعه الاولى  اسال الله العفو والعافيه الشكر لله اولا ان من على هذا البلد وامده بالخيرات وانعم عليه بقياده حكيمه تبذل الغالي والنفيس من اجل صحه المواطنين والمقيمين  #تطعيم_كورونا,Favor
دافع عن  حملة تطعيم #كورونا   وتاخذ  ترخيص #مستشفي,nan
"اقترح على وزارة الصحة  ومعالي  الطلب بمحاسبة كل من ينشر الهلع والتخويف من #تطعيم_كورونا في وسائل التواصل للناس لما يسبب من خوف والتباس لدى الناس دون سبب علمي مقنع  ""التطعيم اختياري الى الآن"" ",Favor
 والله فيه استثناءات السنة ذي كورونا ومو كل الناس مناعتهم قوية   مثل تطعيم الحج ضروري حتى لو المناعة قوية,nan
  سهله هذي بكرا قدام الكاميرات ياخذون ابرة فيتامين او تطعيم انفلونزا ولقاح كورونا لها ناسها واهلها الطيبيين الحليلين,Against
 من يعتقد أن من تعافى من مرض كوفيد-19 لا يحتاج إلى تطعيم. فالمناعة التي يطوّرها الجسم بعد الإصابة بفيروس كورونا ما هي إلا مؤقتة ولابد من تعزيزها بالتطعيم..,Favor
 هذي عواقب تطعيم كورونا حسبي الله ونعم الوكيل كل شهر لازم ازكم واصخن,Against
 سؤال: لماذا تطعيم كورونا إجباري في المملكة والكويت للسفر مع إن منظمة الصحة توصي بعدم إجبار أحد؟,Against
 اذا ماخذه الجرعتين ما عليك خوف ….كورونا ان ينتهي ابدا ابدا بس مع تطعيم نسبه كبيره من المجتمع راح يكون الوضع امن باذن الله  يعني ركزي بدراسه و مستقبلك,Favor
بسم الله الرحمن الرحيم الحمد لله حمدا كثيرا طيبا   اما بعد .. اخيرا محصن وجه مبتسم يرتدي نظارة شمسيةوجه يحتفلزر علامة الاختيار  #تطعيم_كورونا ,Favor
إدارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع إنتاجه عالميا  وين أصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات أدوية وامتصاص الأموال  وجه مفكروجه مفكروجه مفكر ,Favor
الحمد لله، والدتي اخدت الجرعة الثانية من تطعيم كورونا ( سينوفارم)، الحمد لله ...شكرا وزارة الصحة ,Favor
  لماذا في عز جائحة كورونا لم نسمع بالتهاب عضلة القلب الا بعد ما تم تطعيم الناس؟!الكل يعرف و حتى وزارة الصحة صرحت ان كورونا ليس خطيرة ع الاطفال   ليس مبرر ان اطعم جميع الاطفال بمرض ليس خطير عليهم و اعرضهم لاعراض جانبية ممكن تؤدي الى وفاتهم و الملام في النهاية من اخذهم بيده للتطعيم,Against
اخدت اخيرا تطعيم كورونا …يارب بالشفاء جميعا لينا ..وينتهي عصر الكورنا المرض اللعين أيدي مطوية,Favor
الهند   حالات كورونا بدات  في التزايد  بعد أن بدأت حملة  تطعيم الناس  في 15 يناير 2021 ,Against
 خافوا الله انتوا واخباركم اللي تلعب بنفسيتهم... كورونا لاوجود  لها بح... تطعيم مستحيل نطعم لا احنا ولا عيالنا  وجه بعيون متدحرجة,Against
للتو اخذت الجرعة الاولى من تطعيم فيروس كورونا المستجد.  فخور ان انتسب لهذا الوطن و لهذه الحكومة و لهذه القيادة التي تحرص على صحة و سلامة و امن و رخاء مواطنيها.  فخور كذالك بشابات و شباب هذا الوطن الذي يديرون هذه التجربة الجديدة بكل حرفية و اقتدار و بمنتهى التنظيم و الهدوء. ,Favor
اوكييييه عرفنا انكم ضد تطعيم كورونا  ——-&gt; بس وينكم ايام تطعيم الحصبة وTBوجه مبتسم مع عرق  ولا الanti-vaccination movement على نوع ونوع لايتدحرج على الارض من الضحك.,Favor
 الجسم يقدر يقاوم هالمرض بمناعته الطبيعيه ..اما التطعيم اثبت فشله ما اشوفه وقف كورونا.. اما سالفة تطعيم كل ٦ شهور لا والله ماراح انطعم بدون مانسمع تسجيل,Against
#الامارات دوله الخير والعطاء والسلام تسعي في تطعيم الجميع ضد كورونا لضمان سلامه المجتمع حيث اكد الدكتور سيف الظاهري المتحدث الرسمي عب الهيئه لاداره الطوارئ والازمات والكوارث ان دولتنا الحبيبه قدمت نموذجا استثنائيا في اداره جائحه كورونا 🇦🇪قلب أحمر️التصفيق,Favor
#الهند  #فيروس_كورونا #استجواب_وزير_الصحه   يجب تطعيم أكثر من ٦٠٪ - ٧٠من المجتمع  قبل نهاية٢٠٢١ إذا أردنا الوصول للمناعة المجتمعية وهذا يستلزم وجود خطة واضحة مرتبطة في وقت تنجز أهدافها على مراحل وتضع في الحسبان كافة السيناريوهات المختلفة إذا أردنا سرعة العودة إلي #الحياة_الطبيعية,Favor
إلهي يا رحمن يارحيم  يا عالم الغيب ورب السموات والأرض  احفظنا ومن نحب بعينك التي لا تنام... فأنت يا سيدي تعلم ما لا نعلم وانت خير الحافظين راحة اليد معالون البشرة الفاتحقلب مجروح   #لا_للتطعيم_الاجباري #كورونا #الكويت #تطعيم_الاطفال قلب مجروح,Against
